MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,HeatingQC,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,Remodeled,Age when Sold
30,RM,50.0,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,4,0,Detchd,1921.0,Unf,1,TA,0,0,6,WD,Normal,89000,1848,1.0,Yes,56
20,RL,57.0,6420,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,6,0,Detchd,1952.0,Unf,1,TA,0,0,9,WD,Normal,123500,3276,1.5,No,54
20,RL,65.0,8450,Reg,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Ex,TA,5,1,Detchd,1973.0,Unf,1,TA,416,144,4,WD,Normal,138500,2682,2.0,Yes,1
120,FV,59.0,4282,IR2,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,Gd,5,0,Attchd,2004.0,RFn,2,TA,156,158,7,WD,Normal,196000,4173,2.0,No,4
20,RL,85.0,14331,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2002.0,Fin,3,TA,270,78,5,WD,Normal,312500,5400,3.0,No,4
20,RL,80.0,9600,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1969.0,Unf,2,TA,0,0,7,COD,Normal,140000,3492,1.5,No,37
60,RL,82.0,12438,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Ex,10,1,BuiltIn,2006.0,Fin,3,TA,324,100,7,New,Partial,361919,6386,2.5,No,0
190,RM,76.0,7630,Reg,Lvl,Inside,OldTown,Feedr,2fmCon,2Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,Gd,8,1,Detchd,1999.0,Unf,2,TA,344,0,5,WD,Normal,140000,3984,2.0,Yes,14
20,RL,70.0,8400,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2004.0,RFn,2,TA,0,35,5,WD,Normal,213000,4441,3.0,Yes,5
190,RM,70.0,5600,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,2Story,4,Hip,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,Fa,Fa,7,0,NA,1980.0,NA,0,NA,0,0,7,WD,Normal,55000,2184,2.0,Yes,60
20,RL,69.0,115149,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,TA,Gd,5,2,Attchd,1971.0,Unf,2,TA,380,48,6,WD,Normal,302000,5291,3.0,Yes,5
120,RL,48.0,6240,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,Hip,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2006.0,Fin,2,TA,192,38,12,WD,Normal,254000,3972,3.0,No,3
60,RL,65.0,9018,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2007.0,Fin,2,TA,100,24,7,New,Partial,179540,3640,2.5,No,0
20,RL,69.0,7162,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,6,0,Attchd,1966.0,Unf,1,TA,0,0,12,WD,Abnorml,109900,2684,1.0,No,42
30,RL,56.0,4130,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,Gd,TA,5,0,NA,1980.0,NA,0,NA,0,0,7,WD,Normal,52000,1728,1.0,Yes,5
50,C (all),66.0,8712,Reg,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Stone,Gd,TA,7,0,Detchd,1964.0,RFn,1,TA,68,0,1,WD,Abnorml,102776,3215,1.0,Yes,60
120,RL,40.0,4671,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Gd,5,1,Attchd,1988.0,Fin,2,TA,168,120,10,WD,Normal,189000,3684,3.0,Yes,19
190,RL,60.0,9873,Reg,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4,Gable,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,6,0,Detchd,1970.0,Unf,2,TA,0,288,5,WD,Normal,129000,2880,2.0,No,36
60,RL,69.0,13517,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,2Story,6,Gable,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,Ex,Gd,6,0,Attchd,1976.0,RFn,2,TA,0,44,3,WD,Normal,130500,3683,2.5,Yes,5
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1974.0,RFn,2,TA,0,0,8,WD,Normal,165000,3764,2.0,No,35
70,RM,60.0,10800,Reg,Bnk,Inside,OldTown,Norm,1Fam,2Story,7,Gable,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,Ex,TA,8,0,Detchd,1996.0,Unf,2,TA,0,48,7,WD,Normal,159500,5826,1.5,Yes,9
20,RL,80.0,10000,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,5,1,Attchd,1973.0,Unf,2,TA,224,0,11,WD,Normal,157000,3532,2.0,Yes,8
60,RL,96.0,10542,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Hip,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,1993.0,RFn,3,TA,250,154,8,WD,Normal,341000,6147,3.5,Yes,14
20,RL,69.0,9920,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,1,Attchd,1969.0,Unf,1,TA,0,0,5,WD,Normal,128500,2913,1.5,No,37
120,RL,69.0,6563,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,TA,Gd,5,1,Attchd,1985.0,RFn,2,TA,114,28,12,WD,Normal,275000,5226,3.0,No,21
120,RM,69.0,4426,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Ex,Gd,3,0,Attchd,2004.0,RFn,2,TA,160,0,5,WD,Normal,143000,2544,2.0,No,6
20,RL,70.0,8120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Ex,TA,5,0,Detchd,1994.0,Unf,2,TA,0,0,7,WD,Normal,124500,2592,1.0,No,39
50,RL,60.0,8172,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Ex,TA,7,0,Detchd,1958.0,Unf,1,TA,0,0,5,WD,Normal,135000,3881,2.0,Yes,36
20,RL,86.0,13286,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,9,Hip,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,Ex,8,1,Attchd,2007.0,Fin,3,TA,327,64,2,WD,Normal,320000,5094,3.0,Yes,1
20,RL,60.0,6960,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,5,0,Detchd,1989.0,Unf,2,TA,96,0,11,WD,Normal,120500,2592,1.0,No,39
20,RL,69.0,21695,IR1,Lvl,Corner,Crawfor,Norm,1Fam,1Story,6,Hip,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Ex,Gd,5,1,Attchd,1988.0,Fin,2,TA,292,44,12,WD,Normal,222000,4240,3.0,Yes,2
20,RL,64.0,7314,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2007.0,RFn,2,TA,132,0,2,WD,Normal,194500,3696,3.0,No,2
90,RL,85.0,11475,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,9,0,Detchd,1968.0,Unf,3,TA,0,25,7,COD,Abnorml,110000,5136,3.0,No,51
30,RM,52.0,6240,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1962.0,Unf,2,TA,0,23,1,WD,Normal,103000,2836,1.0,Yes,59
120,RL,39.0,5389,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Gd,5,1,Attchd,1995.0,RFn,2,TA,237,152,3,WD,Normal,236500,4827,3.0,Yes,14
80,RL,73.0,9590,IR1,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2003.0,Fin,2,TA,160,22,5,WD,Normal,187500,3160,3.0,No,4
60,RL,75.0,11404,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1998.0,Fin,2,TA,192,84,7,WD,Normal,222500,5215,2.5,Yes,9
20,RL,80.0,10000,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Ex,TA,6,1,Attchd,1961.0,RFn,1,TA,165,0,3,WD,Normal,131400,3152,2.0,Yes,26
20,RL,69.0,8978,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,6,0,Attchd,1968.0,Unf,1,TA,147,0,5,WD,Family,108000,2844,1.0,No,39
75,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,6,2,Detchd,1914.0,Unf,2,TA,0,341,10,WD,Normal,163000,4416,1.5,Yes,36
90,RL,60.0,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,Gd,TA,6,0,Detchd,1949.0,Unf,2,TA,0,0,7,WD,Normal,93500,2080,2.0,No,56
60,RL,72.0,10463,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2005.0,Fin,3,TA,0,116,6,WD,Normal,239900,4495,2.5,No,1
90,RL,60.0,10800,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,0,NA,1980.0,NA,0,NA,120,0,3,WD,Alloca,179000,3600,6.0,Yes,21
60,RL,65.0,9313,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2004.0,RFn,2,TA,187,56,4,WD,Normal,190000,4320,2.5,No,5
70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Ex,TA,7,0,Detchd,1910.0,Unf,2,TA,270,0,5,WD,Abnorml,132000,3128,2.0,Yes,5
20,RL,65.0,6768,IR1,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,6,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Gd,5,0,Detchd,1962.0,Unf,1,TA,168,0,5,WD,Normal,142000,2736,2.5,Yes,12
20,RL,65.0,8450,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Ex,TA,6,0,Attchd,2000.0,Unf,2,TA,120,55,12,WD,Normal,179000,4047,2.0,Yes,6
80,RL,70.0,12886,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Ex,TA,6,1,Attchd,1997.0,RFn,2,TA,302,0,10,WD,Normal,175000,3448,2.5,Yes,10
120,RL,41.0,5395,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,Gd,5,1,Attchd,1993.0,RFn,2,TA,96,0,10,WD,Normal,180000,4011,3.0,No,15
60,RL,69.0,8963,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,Ex,Gd,11,2,BuiltIn,1994.0,Fin,2,TA,0,204,7,WD,Normal,299800,6572,4.0,Yes,12
60,RL,69.0,8795,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2000.0,Fin,2,TA,224,54,4,WD,Normal,236000,5464,2.5,No,9
70,RM,65.0,11700,IR1,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,Mansard,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Gd,8,1,Detchd,1950.0,Unf,4,TA,181,0,5,WD,Normal,265979,6520,1.5,Yes,6
20,RL,59.0,10593,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,1996.0,Fin,2,TA,240,56,3,WD,Normal,260400,5160,3.0,No,14
50,RL,50.0,8405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,TA,TA,9,0,Detchd,1945.0,Unf,1,TA,92,0,4,WD,Normal,98000,3058,2.0,Yes,59
50,RM,55.0,8800,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,7,0,NA,1980.0,NA,0,NA,0,160,6,WD,Normal,96500,2856,1.0,Yes,6
60,RL,69.0,7750,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2003.0,Fin,2,TA,0,48,8,WD,Normal,162000,3300,2.5,No,4
20,RL,79.0,9236,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Ex,Gd,6,0,Attchd,1997.0,RFn,2,TA,168,27,7,WD,Normal,217000,4467,3.0,No,9
60,RL,80.0,10240,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,Ex,8,1,Attchd,2005.0,RFn,3,TA,192,52,3,WD,Normal,275500,5226,2.5,No,1
20,RL,61.0,7930,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,5,0,Detchd,1969.0,RFn,2,TA,171,48,7,WD,Normal,156000,3078,2.0,Yes,4
160,FV,34.0,3230,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,6,0,Detchd,1999.0,Unf,2,TA,0,24,3,WD,Normal,172500,3671,2.5,No,10
60,RL,68.0,10769,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2007.0,RFn,2,TA,144,105,4,WD,Normal,212000,4402,2.5,No,2
60,RL,69.0,11616,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1978.0,Fin,2,TA,335,0,4,WD,Abnorml,158900,3444,2.5,No,32
160,FV,24.0,2280,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,6,0,Detchd,1999.0,Unf,2,TA,0,0,8,WD,Normal,179400,3746,2.5,No,9
60,RL,65.0,12257,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,1995.0,RFn,3,TA,222,98,11,WD,Normal,290000,6380,2.5,No,12
20,RL,70.0,9100,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,5,0,Detchd,2008.0,Unf,1,Ex,0,0,10,WD,Normal,127500,2592,1.0,No,50
30,RM,60.0,6911,Reg,Lvl,FR2,BrkSide,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,Fa,5,0,Detchd,1965.0,Unf,2,TA,0,0,10,WD,Normal,100000,3747,1.0,Yes,59
60,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,7,0,Attchd,2009.0,Unf,2,TA,169,45,6,Con,Normal,215200,3850,2.5,No,1
60,RL,82.0,9430,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1999.0,RFn,3,TA,0,128,7,WD,Normal,337000,5982,3.5,No,10
120,RL,30.0,9549,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Ex,Ex,6,1,Attchd,1995.0,Fin,2,TA,0,30,4,WD,Normal,270000,4482,2.5,Yes,10
20,RL,75.0,14587,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Ex,Ex,6,1,Attchd,2008.0,Fin,2,TA,0,174,8,New,Partial,264132,4510,2.0,No,0
60,RL,80.0,10421,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1988.0,Unf,2,TA,228,66,3,WD,Normal,196500,4408,2.5,No,22
50,RL,75.0,12508,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Ex,TA,7,0,Attchd,1989.0,Unf,1,TA,245,0,7,WD,Normal,160000,4483,3.0,Yes,23
20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2004.0,Fin,2,TA,120,33,10,WD,Normal,216837,5532,2.0,Yes,1
85,RL,69.0,7252,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1983.0,Unf,2,TA,120,0,4,WD,Normal,134900,2574,2.0,No,27
20,RL,67.0,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,6,0,Detchd,1951.0,Unf,2,TA,0,0,4,COD,Normal,102000,3276,1.0,No,55
80,RL,94.0,7819,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,6,1,Detchd,1976.0,Unf,2,TA,144,0,3,WD,Abnorml,107000,3263,2.0,No,34
20,RL,70.0,10150,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,Ex,TA,5,0,Attchd,1958.0,RFn,1,TA,0,0,7,COD,Normal,114500,2736,1.0,No,49
20,RL,110.0,14226,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,Gd,9,1,Attchd,2006.0,Fin,3,TA,315,45,7,New,Partial,395000,5881,2.0,No,1
120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,5,0,Attchd,1998.0,Fin,2,TA,0,247,6,WD,Normal,162000,3612,3.0,No,11
20,RL,86.0,11210,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2005.0,RFn,3,TA,144,59,7,New,Partial,221500,4842,2.0,Yes,0
20,RL,100.0,13350,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,1,Attchd,1974.0,Unf,2,TA,241,0,6,WD,Normal,142500,2652,2.0,No,32
90,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,1Story,5,Gable,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,TA,TA,10,2,Detchd,1977.0,Unf,2,TA,0,0,10,WD,Normal,144000,4040,2.0,No,30
90,RL,78.0,10530,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,6,Gable,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,TA,TA,4,0,Attchd,1977.0,Unf,2,TA,0,0,5,WD,Normal,135000,2983,2.0,No,29
20,RL,63.0,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,TA,6,1,Attchd,1995.0,Fin,2,TA,220,21,6,WD,Normal,176000,3743,2.0,Yes,11
60,RL,65.0,7153,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Ex,Gd,7,0,Attchd,1992.0,RFn,2,TA,0,124,7,WD,Normal,175900,3967,2.5,No,14
20,RL,67.0,16285,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2001.0,RFn,2,TA,0,33,6,WD,Normal,187100,4273,2.0,Yes,7
85,RL,69.0,9101,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,5,Gable,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Ex,Gd,4,1,Attchd,1978.0,Fin,2,TA,303,30,7,WD,Normal,165500,3317,2.0,No,31
75,RM,35.0,6300,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,Ex,TA,9,1,NA,1980.0,NA,0,NA,0,291,6,WD,Normal,128000,3710,2.0,Yes,7
20,RL,69.0,9790,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1967.0,Unf,2,TA,0,0,9,WD,Normal,161500,4056,2.0,No,42
50,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,7,0,Detchd,1961.0,Unf,1,TA,0,0,6,WD,Normal,139000,3990,3.0,Yes,60
60,RL,76.0,10142,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,0,BuiltIn,2004.0,RFn,2,TA,0,45,1,WD,Normal,233000,5124,3.5,No,6
20,RM,50.0,6000,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,4,0,Detchd,1954.0,Unf,1,Fa,0,0,8,WD,Normal,107900,2703,1.0,Yes,8
60,RL,69.0,12205,IR1,Low,Inside,ClearCr,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,Gd,Gd,9,0,Attchd,1966.0,Fin,2,TA,133,168,7,WD,Normal,187500,5006,2.5,Yes,0
120,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Ex,Gd,5,1,Attchd,2005.0,Fin,2,TA,100,16,9,WD,Normal,160200,3435,2.0,Yes,3
80,RL,69.0,11333,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,5,2,Attchd,1976.0,RFn,2,TA,120,0,5,WD,Normal,146800,3153,2.0,No,31
60,RL,92.0,9920,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,8,1,Attchd,1997.0,Unf,2,TA,180,130,6,WD,Normal,269790,5143,3.5,Yes,10
20,RL,76.0,9158,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2007.0,Fin,2,TA,168,130,6,New,Partial,225000,4488,2.0,No,0
60,RL,69.0,10832,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,1994.0,Fin,2,TA,143,46,10,WD,Normal,194500,4502,2.5,Yes,12
